Slip Angle,Lateral Force,Normal Force
0.158,-2606.77,-1116.24
0.157,-2606.11,-1115.98
0.157,-2601.29,-1119.92
0.156,-2595.79,-1121.51
0.155,-2593.02,-1121.61
0.154,-2594.41,-1123.94
0.154,-2598.57,-1126.54
0.153,-2599.31,-1126.75
0.152,-2600.67,-1126.9
0.151,-2602,-1123.07
0.151,-2604.78,-1119.63
0.15,-2608.89,-1119.62
0.149,-2608.26,-1119.76
0.149,-2604.8,-1121.3
0.148,-2603.38,-1123.33
0.147,-2602.71,-1125.43
0.146,-2604.82,-1128.79
0.145,-2606.89,-1131.03
0.145,-2608.29,-1130.23
0.144,-2604.88,-1131.49
0.144,-2601.43,-1125.81
0.143,-2598.63,-1123.44
0.143,-2596.52,-1121.18
0.142,-2593.73,-1120.09
0.141,-2591.67,-1121.42
0.14,-2586.8,-1121.81
0.14,-2584.09,-1124.73
0.139,-2585.49,-1127
0.138,-2588.29,-1131.98
0.138,-2587.63,-1132.06
0.137,-2583.49,-1131
0.136,-2576.58,-1128.58
0.135,-2568.29,-1126.5
0.135,-2560.68,-1123.47
0.134,-2557.86,-1122.02
0.133,-2552.34,-1121.58
0.132,-2550.28,-1122.93
0.132,-2548.94,-1129.45
0.131,-2552.46,-1131.78
0.13,-2555.23,-1134.86
0.13,-2558.75,-1138.41
0.129,-2556.01,-1133.86
0.128,-2547,-1134.26
0.128,-2537.31,-1130.35
0.127,-2531.05,-1130.22
0.126,-2526.24,-1130.6
0.126,-2524.11,-1129.42
0.125,-2520.01,-1130.37
0.124,-2517.26,-1133.29
0.124,-2518.68,-1134.39
0.123,-2524.23,-1138.32
0.122,-2525.68,-1141.61
0.122,-2523.58,-1140.73
0.121,-2515.98,-1140.59
0.12,-2502.82,-1136.97
0.119,-2493.19,-1137.87
0.119,-2483.48,-1137.49
0.118,-2477.93,-1136.93
0.117,-2474.53,-1135.99
0.117,-2472.48,-1139.03
0.116,-2470.45,-1144.02
0.115,-2473.28,-1147.37
0.114,-2474.65,-1149.69
0.114,-2471.96,-1148.37
0.113,-2462.25,-1148.72
0.112,-2447.72,-1145.5
0.112,-2433.22,-1141.99
0.111,-2420.78,-1141.22
0.11,-2411.76,-1140.76
0.11,-2404.91,-1141.63
0.109,-2400.79,-1138.72
0.108,-2400.84,-1144.01
0.107,-2401.5,-1145.5
0.107,-2403.64,-1145.63
0.106,-2400.89,-1147.02
0.105,-2391.86,-1143.31
0.105,-2378.71,-1141.34
0.104,-2364.19,-1140.42
0.103,-2351.77,-1139.26
0.103,-2343.48,-1138.19
0.102,-2337.28,-1138.97
0.101,-2331.72,-1138.96
0.101,-2329.78,-1140.42
0.1,-2327.03,-1143.76
0.099,-2325.67,-1145.76
0.098,-2320.14,-1146.2
0.098,-2310.46,-1142.94
0.097,-2294.56,-1141.02
0.096,-2279.4,-1140.87
0.095,-2265.57,-1138.08
0.095,-2257.26,-1138.02
0.094,-2252.45,-1135.21
0.093,-2247.61,-1138.78
0.093,-2244.86,-1139.05
0.092,-2244.9,-1138.37
0.091,-2244.97,-1140.4
0.091,-2243.57,-1141.69
0.09,-2236.71,-1138.17
0.089,-2224.93,-1137.34
0.089,-2211.77,-1136.05
0.088,-2197.97,-1134.48
0.087,-2186.93,-1133.63
0.086,-2178.64,-1134.01
0.086,-2172.46,-1134.19
0.085,-2167.61,-1135.96
0.084,-2163.49,-1138.21
0.084,-2161.51,-1137.35
0.083,-2160.09,-1139.99
0.082,-2153.19,-1139.03
0.082,-2142.17,-1135.94
0.081,-2127.63,-1134.42
0.081,-2110.39,-1133.51
0.08,-2095.79,-1133.65
0.079,-2086.18,-1130.44
0.078,-2078.56,-1130.83
0.078,-2073.75,-1134.52
0.077,-2069.72,-1134.75
0.076,-2066.24,-1135.85
0.076,-2062.89,-1136.51
0.075,-2054.57,-1134.8
0.074,-2042.81,-1130.25
0.073,-2024.77,-1130.68
0.073,-2008.91,-1128.49
0.072,-1991.64,-1127.91
0.071,-1980.63,-1126.38
0.071,-1970.97,-1126.6
0.07,-1965.54,-1130.04
0.069,-1959.32,-1131.02
0.069,-1953.17,-1132.4
0.068,-1947.64,-1131.83
0.067,-1937.27,-1129.42
0.066,-1925.48,-1128.13
0.066,-1906.16,-1124.03
0.065,-1888.16,-1123.01
0.064,-1870.27,-1124.11
0.064,-1857.15,-1123.62
0.063,-1846.12,-1124.84
0.062,-1837.85,-1126.61
0.061,-1828.88,-1126.36
0.061,-1821.39,-1127.91
0.06,-1812.42,-1125.9
0.059,-1800.67,-1125
0.058,-1785.49,-1122.31
0.058,-1766.81,-1122.48
0.057,-1746.75,-1122.75
0.056,-1726.82,-1123.08
0.056,-1709.57,-1123.83
0.055,-1696.46,-1124.05
0.055,-1684.74,-1124.99
0.054,-1673.02,-1124.68
0.053,-1661.95,-1125.75
0.053,-1651.02,-1125.53
0.052,-1639.95,-1122.33
0.051,-1626.17,-1120.79
0.051,-1606.81,-1114.68
0.05,-1586.77,-1117.31
0.049,-1564.69,-1117.37
0.049,-1546.09,-1120.2
0.048,-1528.05,-1118.27
0.047,-1514.3,-1121.27
0.047,-1501.93,-1123.63
0.046,-1489.55,-1124.76
0.045,-1475.11,-1123.41
0.044,-1461.33,-1123.27
0.043,-1445.42,-1123.36
0.042,-1424.01,-1120.71
0.042,-1401.95,-1121.33
0.041,-1377.76,-1121
0.04,-1354.29,-1124.93
0.04,-1333.62,-1125.81
0.039,-1315.01,-1125.03
0.038,-1299.17,-1123.75
0.037,-1282.65,-1124.72
0.037,-1268.88,-1126.31
0.036,-1253.03,-1124.9
0.036,-1235.75,-1123.28
0.035,-1217.85,-1121.96
0.035,-1195.02,-1120.43
0.034,-1170.8,-1120.93
0.033,-1147.31,-1120.57
0.033,-1128.69,-1119.6
0.032,-1109.33,-1119.14
0.031,-1091.41,-1118.07
0.03,-1076.99,-1116.17
0.03,-1061.12,-1114.69
0.029,-1044.56,-1112.01
0.028,-1025.22,-1112.01
0.027,-1003.12,-1108.7
0.027,-976.91,-1106.67
0.026,-950.67,-1108.2
0.025,-924.39,-1111.09
0.024,-900.27,-1111.41
0.024,-876.8,-1113.47
0.023,-857.51,-1113.4
0.022,-836.84,-1110.92
0.022,-816.17,-1110.04
0.021,-795.48,-1107.3
0.02,-772.69,-1103.84
0.02,-747.85,-1098.17
0.019,-720.86,-1098.32
0.018,-695.37,-1098.07
0.017,-666.99,-1103.25
0.017,-642.2,-1103.79
0.016,-619.48,-1104.9
0.015,-597.37,-1103.45
0.015,-577.36,-1103.51
0.014,-556.71,-1101.34
0.013,-535.94,-1098.88
0.013,-513.21,-1093.78
0.012,-488.33,-1090.33
0.011,-462.09,-1089.39
0.01,-434.45,-1087.92
0.01,-408.32,-1090.9
0.009,-381.33,-1093.62
0.009,-355.13,-1095.02
0.008,-329.66,-1094.69
0.007,-304.83,-1093.81
0.007,-282.74,-1089.16
0.006,-257.16,-1083.3
0.005,-231.61,-1080.23
0.004,-203.97,-1078.48
0.004,-177.1,-1076.53
0.003,-146.72,-1076.81
0.003,-117.06,-1078.01
0.002,-88.07,-1080.64
0.001,-57.72,-1082.19
0,-30.79,-1082.88
-0.001,-3.25,-1080.62
-0.001,23.69,-1073.84
-0.002,49.24,-1072.32
-0.003,76.13,-1068.93
-0.004,105.15,-1064.21
-0.005,134.9,-1063.09
-0.005,165.88,-1063.43
-0.006,198.33,-1063.45
-0.007,231.49,-1064.56
-0.007,263.89,-1066.65
-0.008,292.89,-1065.82
-0.009,320.46,-1063.87
-0.009,346.71,-1057.6
-0.01,370.12,-1055.21
-0.01,395.74,-1050.53
-0.011,421.26,-1046.49
-0.012,447.57,-1045.69
-0.012,475.8,-1046.21
-0.013,504.17,-1050.31
-0.013,532.44,-1052.82
-0.014,560.77,-1057.1
-0.014,586.96,-1058.02
-0.015,611.1,-1060.9
-0.016,633.82,-1062.04
-0.017,653.12,-1060.19
-0.018,673.81,-1057.74
-0.019,694.51,-1052.61
-0.019,717.25,-1052.25
-0.02,746.83,-1051.12
-0.021,777.95,-1053.45
-0.022,811.82,-1060.27
-0.022,843.5,-1063.5
-0.023,871.7,-1067.9
-0.024,897.95,-1070.22
-0.025,918.6,-1072.27
-0.025,938.58,-1071.07
-0.026,956.55,-1068.86
-0.027,977.88,-1062.01
-0.028,1001.38,-1060.25
-0.028,1026.97,-1059.07
-0.029,1055.95,-1061.01
-0.029,1084.97,-1066.5
-0.03,1111.15,-1068.96
-0.031,1135.25,-1073.88
-0.031,1154.61,-1074.84
-0.032,1171.18,-1074.3
-0.033,1183.48,-1073.48
-0.033,1194.53,-1068.85
-0.034,1207.71,-1063.68
-0.034,1223.54,-1062.91
-0.035,1242.93,-1061.53
-0.036,1264.33,-1064.03
-0.037,1288.49,-1067.34
-0.037,1313.29,-1072.1
-0.038,1338.13,-1072.02
-0.039,1356.04,-1074.44
-0.039,1375.39,-1072.97
-0.04,1387.03,-1070.78
-0.041,1397.36,-1066.37
-0.042,1408.47,-1062.14
-0.042,1421.55,-1058.87
-0.043,1438.14,-1056.58
-0.044,1456.8,-1058.11
-0.044,1480.91,-1062.5
-0.045,1505.83,-1066.04
-0.046,1530.64,-1066.65
-0.047,1548.57,-1068.48
-0.047,1564.4,-1068.22
-0.048,1574.02,-1066.88
-0.049,1580.88,-1066.21
-0.049,1587.83,-1061.19
-0.05,1594.78,-1056.36
-0.051,1607.83,-1053.03
-0.051,1625.16,-1055.58
-0.052,1647.22,-1060.22
-0.053,1670.66,-1062.53
-0.054,1693.48,-1066.6
-0.054,1714.18,-1070.25
-0.055,1727.93,-1069.13
-0.056,1737.6,-1067.74
-0.056,1743.05,-1063.23
-0.057,1744.41,-1060.38
-0.058,1749.26,-1058.17
-0.058,1758.27,-1054.1
-0.059,1772.73,-1055.75
-0.06,1792.82,-1060.36
-0.06,1816.2,-1064.89
-0.061,1838.28,-1067.91
-0.062,1859.69,-1071.2
-0.063,1872.13,-1070.1
-0.063,1879.63,-1070.25
-0.064,1881.71,-1067.14
-0.064,1883.07,-1064.14
-0.065,1884.49,-1061.29
-0.066,1888.55,-1058.69
-0.067,1901.11,-1058.18
-0.067,1917.61,-1059.63
-0.068,1941.1,-1062.13
-0.069,1963.19,-1066.35
-0.07,1982.54,-1068.18
-0.07,1994.94,-1068.14
-0.071,2001.07,-1068.81
-0.072,2001.72,-1069.3
-0.072,2002.45,-1067.52
-0.073,1999.66,-1064.19
-0.074,2003.1,-1061.31
-0.075,2012.12,-1061.56
-0.075,2029.3,-1062.03
-0.076,2051.47,-1064.55
-0.077,2074.97,-1067.5
-0.077,2094.91,-1072.07
-0.078,2108.02,-1073.17
-0.079,2114.19,-1072.96
-0.079,2113.41,-1071.85
-0.08,2110.65,-1069.71
-0.081,2105.85,-1067.97
-0.081,2107.23,-1063.99
-0.082,2114.82,-1062.3
-0.083,2127.96,-1063.5
-0.084,2148.68,-1067.21
-0.084,2171.5,-1069.54
-0.085,2192.22,-1071.64
-0.086,2205.28,-1072.07
-0.086,2212.17,-1073.24
-0.087,2209.33,-1070.5
-0.088,2205.18,-1069.85
-0.088,2200.39,-1068.85
-0.089,2195.58,-1065.72
-0.09,2198.27,-1064.89
-0.09,2208.68,-1065.42
-0.091,2225.19,-1066.32
-0.092,2247.24,-1070.63
-0.093,2268.68,-1071.47
-0.093,2283.86,-1072.87
-0.094,2292.88,-1072.35
-0.095,2292.1,-1073.15
-0.095,2285.2,-1070.66
-0.096,2277.54,-1066.2
-0.097,2270.72,-1065.33
-0.098,2271.39,-1063.16
-0.098,2279,-1065.31
-0.099,2295.55,-1068.1
-0.1,2316.22,-1068.04
-0.1,2339.09,-1073.5
-0.101,2354.97,-1073.52
-0.102,2362.51,-1071.3
-0.102,2362.58,-1070.13
-0.103,2354.9,-1070.12
-0.104,2345.94,-1069.32
-0.104,2336.89,-1068.22
-0.105,2335.52,-1066.74
-0.106,2340.34,-1065.71
-0.107,2356.95,-1067.18
-0.107,2378.32,-1069.87
-0.108,2399.8,-1070.85
-0.109,2419.12,-1073.55
-0.109,2428.77,-1072.88
-0.11,2428.02,-1070.68
-0.111,2420.44,-1071.52
-0.111,2410.67,-1070.92
-0.112,2402.5,-1068.66
-0.113,2398.23,-1064.29
-0.113,2403.14,-1063.83
-0.114,2414.91,-1066.12
-0.115,2435.57,-1068.78
-0.116,2457.06,-1070.92
-0.116,2475.64,-1069.38
-0.117,2485.3,-1070.12
-0.118,2485.31,-1071.3
-0.118,2479.05,-1069.18
-0.119,2468.72,-1070.92
-0.12,2458.2,-1066.64
-0.121,2451.33,-1067.34
-0.121,2451.34,-1066.15
-0.122,2461.08,-1066.92
-0.123,2479.75,-1067.77
-0.123,2501.05,-1069.16
-0.124,2521.15,-1070.14
-0.125,2532.84,-1067.96
-0.125,2534.99,-1068.94
-0.126,2527.3,-1069.84
-0.127,2516.94,-1070.62
-0.127,2505.87,-1066.68
-0.128,2496.92,-1066.18
-0.129,2492.08,-1064.55
-0.13,2497.61,-1065.41
-0.13,2512.07,-1066.39
-0.131,2534.89,-1072.23
-0.132,2554.91,-1072.91
-0.132,2567.31,-1074.7
-0.133,2569.45,-1075.06
-0.134,2563.87,-1076.49
-0.135,2554.81,-1077.95
-0.135,2543.02,-1074.13
-0.136,2535.5,-1073.91
-0.137,2528.52,-1074.76
-0.137,2531.3,-1071.8
-0.138,2544.38,-1075.4
-0.139,2566.53,-1080.34
-0.14,2587.98,-1082.53
-0.14,2603.15,-1084.19
-0.141,2609.36,-1085.79
-0.142,2604.5,-1085.27
-0.142,2594.08,-1083.1
-0.143,2578.9,-1080.83
-0.144,2565.05,-1078.68
-0.144,2556.09,-1078.01
-0.145,2553.34,-1077.41
-0.146,2560.31,-1080.1
-0.147,2577.52,-1082.39
-0.147,2599.68,-1084.71
-0.148,2616.19,-1082.93
-0.148,2621.75,-1082.64
-0.149,2617.59,-1082.7
-0.15,2607.96,-1082.6
-0.151,2593.41,-1082.74
-0.152,2578.25,-1079.56
-0.152,2567.13,-1077.87
-0.153,2561.59,-1078.23
-0.153,2565.07,-1076.9
-0.154,2579.57,-1078.08
-0.155,2598.21,-1079.28
-0.155,2613.49,-1081.21
-0.156,2624.5,-1082.18
-0.157,2623.8,-1081.41
-0.158,2618.97,-1083.37
-0.158,2607.84,-1084.61
-0.159,2595.43,-1080.69
-0.16,2585.73,-1079.83
-0.16,2580.19,-1075.66
-0.161,2581.61,-1075.56
-0.162,2592,-1077.88
-0.162,2611.36,-1078.03
-0.163,2629.31,-1080.19
-0.164,2641.76,-1082.04
-0.165,2645.16,-1081.5
-0.165,2640.28,-1083.97
-0.166,2630.62,-1083.64
-0.167,2616.78,-1083.37
-0.167,2607.14,-1080.49
-0.168,2596.78,-1079.33
-0.169,2595.43,-1078.12
-0.17,2603.06,-1078.39
-0.17,2616.77,-1079.46
-0.171,2635.5,-1083.01
-0.172,2648.6,-1083.42
-0.172,2655.53,-1086.48
-0.173,2653.38,-1085.9
-0.174,2648.51,-1087.83
-0.174,2637.49,-1083.49
-0.175,2626.44,-1082.23
-0.176,2616.16,-1082.12
-0.177,2609.16,-1079.04
-0.177,2611.94,-1081.5
-0.178,2621.56,-1084.98
-0.179,2635.42,-1087.33
-0.179,2647.19,-1090.4
-0.18,2654.73,-1094.34
-0.181,2654.72,-1093.64
-0.181,2651.22,-1096.18
-0.182,2643.65,-1094.33
-0.183,2632.6,-1090.16
-0.183,2620.83,-1088.53
-0.184,2609.15,-1085.57
-0.185,2605,-1084.59
-0.186,2611.26,-1086.57
-0.186,2623.66,-1089.83
-0.187,2637.47,-1092.29
-0.188,2648.49,-1093.19
-0.188,2651.23,-1094.42
-0.189,2647.8,-1096.75
-0.19,2640.88,-1098.61
-0.19,2629.81,-1095.52
-0.191,2618.12,-1094.43
-0.192,2606.29,-1089.61
-0.192,2600.09,-1087.93
-0.193,2602.85,-1091
-0.194,2611.18,-1092.55
-0.195,2625.68,-1098.56
-0.195,2638.1,-1098.54
-0.196,2643.6,-1098.49
-0.196,2645,-1098.13
-0.197,2640.17,-1096.97
-0.198,2630.48,-1096.32
-0.199,2618.74,-1095.48
-0.199,2604.25,-1093.48
-0.2,2595.21,-1092.93
-0.201,2594.55,-1091.81
-0.202,2602.2,-1093.32
-0.202,2614.66,-1097.05
-0.203,2629.17,-1098.61
-0.203,2638.11,-1103.01
-0.204,2639.43,-1104.05
-0.204,2635.94,-1104.98
-0.204,2624.87,-1105.63
-0.205,2613.11,-1099.9
-0.205,2598.59,-1096.96
-0.205,2591.69,-1091.31
-0.205,2588.92,-1091.18
-0.205,2599.32,-1094.92
-0.205,2612.49,-1096.88
-0.205,2627.66,-1099.27
-0.213,2634.55,-1106.37
-0.213,2627.67,-1108.48
-0.213,2620.04,-1105.3
-0.212,2609.66,-1104.57
-0.212,2599.36,-1098.88
-0.212,2592.47,-1095.47
-0.212,2587.73,-1093
-0.212,2591.2,-1095.07
-0.212,2601.61,-1096.41
-0.212,2614.69,-1099.79
-0.212,2627.1,-1103.75
-0.212,2630.49,-1102.65
-0.212,2629.81,-1104.4
-0.212,2626.35,-1103.27
-0.212,2619.41,-1100.97
-0.212,2611.11,-1099.9
-0.212,2600.72,-1093.6
-0.211,2593.18,-1091.13
-0.211,2589.71,-1095.19
-0.21,2593.07,-1096.94
-0.21,2603.46,-1098.02
-0.209,2614.49,-1100.95
-0.208,2624.16,-1101.93
-0.207,2629.65,-1101.54
-0.206,2628.32,-1100.66
-0.205,2626.32,-1099.89
-0.204,2617.35,-1098.53
-0.203,2607.75,-1096.28
-0.202,2596.72,-1091.01
-0.202,2589.2,-1093.61
-0.201,2587.72,-1092.88
-0.2,2595.39,-1095.46
-0.2,2608.47,-1098.28
-0.199,2620.21,-1100.1
-0.198,2628.44,-1100.23
-0.198,2630.57,-1101.68
-0.197,2628.48,-1100.65
-0.196,2620.24,-1099.43
-0.196,2603.55,-1096.99
-0.195,2589.77,-1099.63
-0.195,2578.08,-1097.97
-0.195,2574.59,-1097.71
-0.194,2580.71,-1098.53
-0.193,2595.28,-1098.38
-0.193,2609.06,-1100.36
-0.192,2620.82,-1100.22
-0.191,2628.41,-1097.74
-0.191,2629.09,-1098.21
-0.19,2624.96,-1099.53
-0.189,2613.92,-1097.26
-0.188,2600.77,-1095.47
-0.188,2586.29,-1096.35
-0.187,2579.99,-1095.54
-0.186,2582.15,-1097.8
-0.185,2594.57,-1101.3
-0.184,2610.43,-1100.93
-0.184,2626.41,-1103.68
-0.183,2634.68,-1101.84
-0.182,2633.98,-1100.03
-0.181,2626.46,-1099.8
-0.18,2616.09,-1099.96
-0.18,2602.24,-1099.34
-0.179,2588.42,-1096.24
-0.178,2580.78,-1096.33
-0.178,2581.49,-1098.3
-0.177,2593.94,-1100.91
-0.177,2610.53,-1102.76
-0.176,2627.09,-1103.63
-0.176,2636.12,-1101.8
-0.175,2636.79,-1102.19
-0.174,2628.46,-1103.34
-0.174,2615.33,-1103.59
-0.173,2601.47,-1102.32
-0.172,2588.32,-1098.27
-0.172,2580.02,-1097.4
-0.171,2579.4,-1097.36
-0.17,2585.6,-1100.39
-0.169,2600.8,-1103.16
-0.169,2615.36,-1102.67
-0.168,2625.06,-1102.32
-0.167,2626.4,-1100.75
-0.166,2620.94,-1103.36
-0.165,2608.43,-1101.89
-0.165,2593.95,-1101.54
-0.164,2578.71,-1100.18
-0.163,2567,-1097.95
-0.162,2564.28,-1098.3
-0.162,2565.67,-1100.42
-0.161,2578.1,-1100.17
-0.16,2592.64,-1102.72
-0.16,2605.79,-1102.32
-0.159,2610.56,-1102.81
-0.158,2609.91,-1104.48
-0.158,2600.87,-1104.04
-0.157,2588.41,-1103.89
-0.157,2575.3,-1101.25
-0.156,2563.54,-1101.91
-0.155,2555.96,-1097.67
-0.155,2559.43,-1098.88
-0.154,2570.48,-1101.46
-0.154,2585.65,-1103.99
-0.153,2598.78,-1105.18
-0.152,2604.29,-1106.07
-0.151,2601.61,-1103.81
-0.151,2591.14,-1107.78
-0.15,2575.95,-1105.77
-0.149,2562.16,-1104.17
-0.148,2549.73,-1104.56
-0.147,2542.13,-1104.24
-0.147,2541.5,-1105.47
-0.146,2549.77,-1105.9
-0.145,2563.6,-1107.56
-0.144,2576.09,-1110.54
-0.144,2583.65,-1110.85
-0.143,2581.59,-1111.81
-0.142,2571.91,-1110.41
-0.142,2559.44,-1113.71
-0.141,2544.23,-1113.06
-0.14,2531.09,-1110.56
-0.14,2520.7,-1108.6
-0.139,2518.71,-1110.28
-0.138,2519.37,-1113.14
-0.138,2526.31,-1115.77
-0.137,2534.59,-1119.02
-0.137,2541.45,-1117.53
-0.136,2544.21,-1119.67
-0.135,2540.75,-1121.46
-0.135,2532.47,-1117.59
-0.134,2519.98,-1117.84
-0.133,2508.3,-1114.84
-0.132,2496.56,-1113.48
-0.132,2491.78,-1113.97
-0.131,2492.46,-1116.25
-0.13,2500.74,-1116.68
-0.129,2511.09,-1120.69
-0.128,2522.84,-1122.17
-0.128,2523.52,-1122.71
-0.127,2522.16,-1122.99
-0.126,2511.79,-1123.42
-0.126,2497.98,-1122.79
-0.125,2479.3,-1121.22
-0.124,2463.42,-1118.71
-0.124,2453.04,-1120.93
-0.123,2450.33,-1119.67
-0.123,2455.18,-1125.63
-0.122,2466.9,-1125.76
-0.121,2477.2,-1127.49
-0.12,2484.88,-1130.19
-0.12,2482.16,-1127.96
-0.119,2475.2,-1126.98
-0.118,2455.83,-1129.44
-0.118,2439.23,-1123.47
-0.117,2419.94,-1119.65
-0.116,2404.73,-1119.79
-0.116,2397.86,-1121.2
-0.115,2398.52,-1125.31
-0.114,2405.45,-1126.75
-0.113,2413.07,-1129.39
-0.113,2418,-1132.52
-0.112,2414.51,-1131.16
-0.111,2404.86,-1128.05
-0.111,2388.27,-1126.35
-0.11,2367.57,-1125.63
-0.109,2347.54,-1122.29
-0.108,2331.64,-1120.4
-0.108,2319.9,-1124.66
-0.107,2317.82,-1122.92
-0.106,2322.04,-1128.98
-0.106,2328.93,-1130.83
-0.105,2337.27,-1129.78
-0.104,2336.56,-1131.88
-0.104,2329.65,-1129.2
-0.103,2313.79,-1129.34
-0.102,2295.11,-1127.13
-0.101,2273.7,-1125.2
-0.101,2257.86,-1124.67
-0.1,2247.5,-1124.09
-0.099,2243.37,-1126.64
-0.099,2247.45,-1125.81
-0.098,2255.15,-1129.14
-0.097,2261.4,-1131.14
-0.097,2262.05,-1130.18
-0.096,2255.85,-1131.9
-0.095,2241.35,-1131.07
-0.095,2223.42,-1129.97
-0.094,2202.59,-1125.41
-0.093,2184.74,-1125.55
-0.092,2171.63,-1123.84
-0.092,2166.8,-1124.86
-0.091,2168.91,-1128.55
-0.091,2174.44,-1128
-0.09,2179.97,-1131.2
-0.089,2181.36,-1132.21
-0.088,2177.23,-1132.81
-0.087,2164.04,-1130.31
-0.087,2146.13,-1129.36
-0.086,2126.75,-1125.91
-0.086,2107.45,-1121.67
-0.085,2093.05,-1122.09
-0.084,2084.76,-1122.76
-0.083,2083.37,-1123.29
-0.083,2086.14,-1127.06
-0.082,2089.64,-1130.38
-0.081,2091.03,-1131.64
-0.081,2086.17,-1131.61
-0.08,2074.43,-1130.22
-0.079,2055.13,-1127.61
-0.079,2033.7,-1124.27
-0.078,2015.09,-1118.12
-0.077,1999.95,-1117.49
-0.076,1989.61,-1116.11
-0.076,1985.46,-1116.28
-0.075,1986.16,-1119.18
-0.075,1986.96,-1121.7
-0.074,1986.95,-1125.05
-0.073,1981.37,-1125.94
-0.072,1970.31,-1127.11
-0.072,1957.16,-1124.38
-0.071,1937.88,-1122.9
-0.07,1919.22,-1118.13
-0.069,1901.31,-1115.96
-0.069,1888.21,-1112.41
-0.068,1879.23,-1114.68
-0.067,1874.45,-1120.31
-0.067,1871.66,-1124.23
-0.066,1868.21,-1129.91
-0.065,1863.37,-1130.28
-0.065,1853.75,-1130.69
-0.064,1839.22,-1128.91
-0.063,1821.24,-1126.47
-0.062,1801.27,-1122.88
-0.062,1781.21,-1118.61
-0.061,1763.96,-1117.12
-0.06,1751.58,-1117.23
-0.06,1743.99,-1121.01
-0.059,1738.5,-1126.36
-0.058,1732.99,-1129.77
-0.058,1726.07,-1130.29
-0.057,1715.73,-1131.98
-0.056,1699.15,-1132.97
-0.055,1681.87,-1128.94
-0.055,1658.39,-1123.81
-0.054,1637.71,-1121.31
-0.053,1618.35,-1121.05
-0.053,1603.28,-1123.99
-0.052,1590.86,-1126.47
-0.051,1582.59,-1131.18
-0.051,1575.61,-1136.2
-0.05,1564.61,-1137.86
-0.049,1552.85,-1138.03
-0.049,1536.26,-1136.39
-0.048,1516.97,-1133.94
-0.047,1494.87,-1129.67
-0.047,1471.37,-1125.96
-0.046,1451.39,-1121.16
-0.045,1434.19,-1122.63
-0.045,1419.73,-1125.99
-0.044,1407.99,-1132.85
-0.043,1396.23,-1136.4
-0.042,1384.5,-1140.05
-0.042,1368.63,-1144.04
-0.041,1351.36,-1141.83
-0.04,1330.62,-1141.24
-0.04,1305.73,-1133.98
-0.039,1283.05,-1132.94
-0.038,1260.95,-1127.87
-0.037,1243.06,-1125.91
-0.037,1225.82,-1128.69
-0.036,1209.94,-1133.15
-0.035,1194.76,-1138.26
-0.035,1179.56,-1143.23
-0.034,1161.65,-1145.79
-0.033,1140.88,-1146.72
-0.032,1118.79,-1143.7
-0.032,1094.61,-1140.47
-0.031,1071.22,-1137.36
-0.03,1046.38,-1132.3
-0.03,1025.71,-1126.9
-0.029,1007.1,-1127.14
-0.028,989.18,-1130.13
-0.027,972.59,-1137.85
-0.027,951.2,-1141.27
-0.026,933.31,-1147.72
-0.025,909.79,-1147.81
-0.025,886.31,-1144.18
-0.024,861.48,-1142.87
-0.023,834.53,-1135.71
-0.023,810.43,-1131.38
-0.022,786.95,-1128.81
-0.021,767.02,-1126.43
-0.021,747,-1127.35
-0.02,728.39,-1131.9
-0.019,709.76,-1135.23
-0.019,686.3,-1139.24
-0.018,665.57,-1140.39
-0.018,639.39,-1138.57
-0.017,613.15,-1135.05
-0.016,586.21,-1128.99
-0.016,556.58,-1124.44
-0.015,532.47,-1121.64
-0.014,509.69,-1120
-0.013,486.9,-1122.21
-0.013,464.86,-1126.87
-0.012,441.35,-1132.68
-0.011,415.83,-1136.36
-0.01,386.87,-1139.39
-0.009,358.55,-1139.07
-0.008,328.87,-1136.53
-0.008,297.14,-1132.37
-0.007,267.44,-1127.18
-0.006,237.83,-1125.42
-0.005,209.55,-1124.44
-0.005,182.69,-1123.72
-0.004,158.54,-1127.27
-0.003,132.98,-1130.23
-0.003,106.81,-1138.09
-0.002,77.07,-1138.72
-0.002,47.4,-1139.14
-0.001,17.75,-1138.37
0,-13.39,-1134.86
0.001,-89.24,-1137.72
0.002,-118.92,-1135.98
0.003,-148.63,-1136.09
0.003,-177.55,-1132.21
0.004,-207.91,-1129.81
0.005,-236.88,-1124.57
0.005,-263.02,-1123.68
0.006,-288.56,-1125.84
0.007,-315.48,-1127.28
0.008,-341.67,-1132.7
0.009,-371.41,-1135.34
0.009,-401.06,-1136.22
0.01,-434.9,-1136.67
0.011,-467.34,-1134.65
0.012,-501.14,-1131.98
0.012,-532.86,-1131.51
0.013,-563.86,-1127.63
0.014,-592.17,-1124.84
0.014,-618.38,-1126.07
0.015,-644.55,-1129.26
0.016,-667.32,-1132.87
0.017,-692.86,-1137.74
0.017,-719.07,-1138.93
0.018,-746.67,-1139.56
0.019,-773.56,-1136.38
0.019,-804.69,-1136.32
0.02,-832.94,-1129.5
0.02,-859.15,-1127.77
0.021,-883.28,-1125.66
0.022,-902.55,-1125.89
0.022,-921.19,-1127.17
0.023,-938.37,-1127.66
0.024,-957.05,-1130.12
0.024,-977.76,-1131.63
0.025,-1001.17,-1129.6
0.026,-1027.43,-1127.9
