Slip Angle,Lateral Force,Normal Force
0.025,-655.59,-648.5
0.024,-637.79,-645.99
0.024,-619.69,-648.09
0.023,-602.49,-648.9
0.022,-587.99,-650.09
0.021,-576.28,-654.63
0.021,-563.87,-652.23
0.02,-551.55,-652.2
0.019,-538.36,-651.96
0.019,-522.57,-646.59
0.018,-505.88,-643.05
0.017,-487.94,-636.26
0.016,-469.86,-633.66
0.016,-451.39,-631.38
0.015,-435.3,-630.99
0.015,-417.38,-631.07
0.014,-404.28,-630.52
0.013,-389.77,-632.33
0.012,-375.4,-630.88
0.012,-360.32,-628.49
0.011,-343.8,-624.65
0.01,-324.27,-622.15
0.01,-305.05,-617.04
0.009,-284.84,-614.93
0.008,-262.78,-613.86
0.008,-243.68,-616.3
0.007,-224.86,-617.74
0.006,-206.38,-622.96
0.005,-188.97,-623.8
0.005,-169.78,-624.13
0.004,-151.11,-622.89
0.004,-130.39,-621.19
0.003,-111.24,-622.19
0.002,-90.35,-618.36
0.002,-69.7,-615.17
0.001,-49.01,-616.4
0,-26.75,-617.26
-0.001,-5.44,-621.67
-0.001,17.23,-626.06
-0.002,39.91,-629.14
-0.003,61.57,-633.66
-0.004,81.19,-632.52
-0.005,101.29,-633.35
-0.005,120.65,-632.06
-0.006,141.2,-630.02
-0.007,163.38,-627.06
-0.008,186.11,-628.38
-0.008,211.01,-630.2
-0.009,237.21,-632.36
-0.01,262.09,-638.45
-0.01,287.63,-642.16
-0.011,310.45,-644.07
-0.011,328.86,-645.52
-0.012,347.55,-646.76
-0.013,364.85,-644.74
-0.013,381.32,-642.45
-0.014,397.29,-639.42
-0.014,418.02,-635.02
-0.015,437.93,-636.88
-0.016,458.68,-637.98
-0.016,481.53,-642.81
-0.017,502.11,-646.57
-0.018,522.89,-651.48
-0.018,540.75,-652.87
-0.019,555.92,-653.24
-0.02,568.98,-654.72
-0.021,581.27,-652
-0.021,595.72,-648.49
-0.023,611.76,-645.59
-0.023,630.94,-645.33
-0.024,654.63,-648.72
-0.025,678.04,-652.24
-0.026,702.8,-654.65
-0.026,722.87,-656.95
-0.027,740.68,-659.43
-0.028,753.57,-659.66
-0.028,764.6,-660.22
-0.029,773.76,-657.5
-0.03,781.35,-654.11
-0.03,791.1,-652.55
-0.031,805.55,-650.04
-0.032,820.79,-650.43
-0.032,838.71,-650.88
-0.033,855.86,-652.32
-0.033,873.19,-658.46
-0.034,885.68,-660.08
-0.035,896.11,-659.63
-0.035,900.68,-660.25
-0.036,904.81,-657.65
-0.037,908.99,-654.27
-0.038,913.82,-653.65
-0.038,920.71,-647.58
-0.039,932.44,-645.94
-0.04,948.36,-649.56
-0.04,968.47,-651.06
-0.041,987,-653.87
-0.042,1004.22,-654.83
-0.043,1018.19,-655.69
-0.044,1025.53,-655.3
-0.044,1029.79,-651.67
-0.045,1032.63,-650
-0.046,1034.52,-647.83
-0.046,1040.89,-644.2
-0.047,1047.77,-641.96
-0.048,1060.86,-644.61
-0.048,1079.42,-646.25
-0.049,1096.08,-648.87
-0.049,1113.31,-648.43
-0.05,1125.18,-649.96
-0.051,1130.63,-649.36
-0.052,1131.23,-652.45
-0.052,1129.89,-646.51
-0.053,1126.41,-645.14
-0.054,1124.48,-642.41
-0.054,1128.53,-640.47
-0.055,1138.82,-639.56
-0.056,1154.73,-641.45
-0.057,1174.09,-643.22
-0.057,1193.34,-644.21
-0.058,1206.67,-644.5
-0.059,1214.72,-645.37
-0.059,1214.66,-647.46
-0.06,1213.38,-647.2
-0.061,1209.06,-640.96
-0.062,1207.08,-642.51
-0.062,1207.92,-640.47
-0.063,1216.05,-635.6
-0.064,1230.7,-637.63
-0.065,1251.28,-636.98
-0.065,1269.25,-639.02
-0.066,1283.74,-643.12
-0.066,1291.29,-646.6
-0.067,1290.01,-646.56
-0.068,1285.14,-646.29
-0.068,1278.86,-644.62
-0.069,1274.12,-642.25
-0.07,1272.55,-639.16
-0.07,1277.43,-635.28
-0.071,1290.64,-635.57
-0.072,1308.72,-635.45
-0.073,1325.14,-637.66
-0.073,1339.64,-639.07
-0.074,1347.23,-640.46
-0.075,1349.14,-642.6
-0.076,1345.09,-643.67
-0.076,1338.09,-643.08
-0.077,1331.26,-641.53
-0.077,1330.55,-640.58
-0.078,1331.9,-639.81
-0.079,1343.03,-637.69
-0.08,1359.64,-638.87
-0.08,1378.94,-640.36
-0.081,1396.09,-643.33
-0.082,1407.25,-644.56
-0.082,1409.13,-647.05
-0.083,1405.57,-647.02
-0.084,1399.63,-648.98
-0.084,1393.23,-646.56
-0.085,1385.57,-646.24
-0.086,1383.05,-642.35
-0.086,1389.91,-639.28
-0.087,1404.45,-641.26
-0.088,1422.38,-642.29
-0.088,1437.63,-646.51
-0.089,1449.38,-650.03
-0.09,1453.93,-649.55
-0.091,1451.19,-649.18
-0.091,1442.98,-648.36
-0.092,1435.28,-647.95
-0.093,1427.61,-645.89
-0.094,1424.47,-645.93
-0.094,1425.77,-642.18
-0.095,1436.09,-641.56
-0.096,1453.31,-642.72
-0.097,1470.73,-643.06
-0.097,1484.44,-645.77
-0.098,1491.35,-648.68
-0.099,1490.58,-649.89
-0.099,1484.28,-648.56
-0.1,1474.58,-651.17
-0.101,1462.92,-645.47
-0.101,1458.06,-645.32
-0.102,1457.55,-643.05
-0.103,1464.38,-642.47
-0.103,1481.04,-639.2
-0.104,1498.27,-644.11
-0.105,1512.74,-643.87
-0.105,1521.01,-644.97
-0.106,1521.78,-648.06
-0.107,1515.52,-648.53
-0.108,1506.5,-650.36
-0.108,1497.42,-647.25
-0.109,1488.59,-643.41
-0.11,1485.09,-640.61
-0.11,1487.97,-640.1
-0.111,1501.67,-641.4
-0.112,1517.62,-640.52
-0.112,1532.73,-642.61
-0.113,1542.35,-645.76
-0.114,1546.56,-650.45
-0.115,1541.67,-649.97
-0.115,1534.84,-647.67
-0.116,1526.33,-646.01
-0.117,1516.15,-643.83
-0.118,1510.64,-642.07
-0.118,1512.75,-642.75
-0.119,1521.73,-639.83
-0.119,1536.37,-640.86
-0.12,1552.82,-641.53
-0.121,1563.24,-644.93
-0.121,1567.88,-645.18
-0.122,1565.87,-648.15
-0.123,1560.25,-648.48
-0.124,1552.65,-648.36
-0.124,1544.95,-647.25
-0.125,1536.14,-646.46
-0.126,1535.35,-642.9
-0.127,1538.18,-640.11
-0.127,1551.37,-641.21
-0.128,1566.47,-641.85
-0.128,1579.53,-645.34
-0.129,1588.66,-644.75
-0.13,1592.67,-646.76
-0.131,1591.39,-647.84
-0.132,1583.74,-646.77
-0.132,1572.06,-645.53
-0.133,1560.25,-640.89
-0.133,1549.32,-640.36
-0.134,1549.26,-636.98
-0.135,1557.43,-639.39
-0.136,1572.7,-640.83
-0.136,1589.29,-643.65
-0.137,1600.25,-646.98
-0.138,1605.76,-647.46
-0.138,1605.16,-648.32
-0.139,1599.57,-649.31
-0.14,1590.49,-645.18
-0.14,1578.8,-646.06
-0.141,1569.18,-644.9
-0.142,1565.14,-642.13
-0.142,1572.58,-642.5
-0.143,1586.42,-643.45
-0.144,1603.17,-647.22
-0.144,1616.79,-646.11
-0.145,1624.41,-648.34
-0.146,1625.78,-649.91
-0.147,1618.87,-651.75
-0.147,1610.67,-652.16
-0.148,1598.07,-649.99
-0.149,1585.59,-648.41
-0.149,1578.2,-645.07
-0.15,1581.53,-645.1
-0.151,1593.34,-645.23
-0.152,1610.48,-643.78
-0.152,1624.46,-647.6
-0.153,1633.53,-648.82
-0.154,1635.49,-650.88
-0.154,1632.63,-651.71
-0.155,1622.27,-650.94
-0.156,1611.27,-650.35
-0.156,1598.7,-648.43
-0.157,1589.69,-648.11
-0.158,1586.48,-646.21
-0.158,1594.05,-644.09
-0.159,1610.62,-645.98
-0.16,1623.13,-646.06
-0.16,1634.71,-646.93
-0.161,1638.24,-649.23
-0.162,1635.44,-649.59
-0.163,1630.39,-652.04
-0.164,1619.51,-651.7
-0.164,1608.5,-649.82
-0.165,1599.4,-648.44
-0.165,1592.49,-644.65
-0.166,1596.01,-644.76
-0.167,1605.73,-644.49
-0.168,1620.42,-644.8
-0.168,1630.79,-647.49
-0.169,1638.22,-648.29
-0.17,1640.18,-649.94
-0.171,1638.26,-650
-0.171,1631.26,-651.96
-0.172,1622.89,-650.74
-0.173,1611.21,-646.78
-0.173,1600.85,-647.86
-0.174,1597.56,-643.9
-0.174,1605.02,-646.19
-0.175,1617.57,-646.38
-0.176,1630.79,-648.64
-0.177,1640.32,-651.17
-0.177,1646.42,-650.96
-0.178,1645.78,-651.88
-0.179,1640.1,-652.66
-0.179,1631.23,-652.87
-0.18,1617.46,-654.1
-0.181,1607.88,-647.31
-0.182,1602.26,-646.57
-0.182,1605.71,-645.65
-0.183,1616.17,-646.05
-0.184,1628.49,-648.58
-0.184,1639.43,-650.87
-0.185,1647.1,-651.94
-0.186,1649.83,-654.31
-0.186,1649.74,-655.23
-0.187,1643.02,-655.35
-0.188,1633.32,-653.98
-0.188,1620.25,-650
-0.189,1611.84,-649.01
-0.19,1606.3,-646.91
-0.191,1611.96,-647.11
-0.191,1621.59,-645.62
-0.192,1633.33,-648.48
-0.193,1644.47,-649.78
-0.193,1650.52,-652.2
-0.194,1649.16,-651.77
-0.195,1643.68,-654.57
-0.195,1633.24,-654.66
-0.196,1620.76,-650.9
-0.197,1608.38,-650.84
-0.197,1602.92,-647.18
-0.198,1605.77,-649.08
-0.199,1617.55,-647.71
-0.2,1629.19,-648.04
-0.2,1640.96,-651.02
-0.201,1647.14,-652.69
-0.202,1649.14,-654.27
-0.202,1645.01,-657.8
-0.203,1638.71,-657.6
-0.204,1627.7,-655.42
-0.204,1619.33,-657.22
-0.205,1611.8,-656.5
-0.205,1610.46,-655.09
-0.205,1615.17,-656.42
-0.206,1624.89,-655.76
-0.206,1636.58,-654.82
-0.206,1648.36,-655.08
-0.206,1657.88,-658.57
-0.206,1662.8,-658.32
-0.206,1663.47,-659.84
-0.212,1640.06,-661.4
-0.212,1625.35,-657.95
-0.212,1615.21,-658.24
-0.212,1612.59,-658.8
-0.212,1620.71,-656.41
-0.211,1635.28,-658.75
-0.211,1647.73,-660.62
-0.212,1658.08,-660.13
-0.211,1662.2,-661.36
-0.211,1660.28,-662.18
-0.211,1649.74,-664.3
-0.211,1638.71,-664.53
-0.211,1623.45,-662.47
-0.211,1614.48,-657.17
-0.211,1610.5,-654.82
-0.211,1617.31,-654.75
-0.211,1629.7,-655.04
-0.211,1644.2,-657.46
-0.211,1653.21,-659.8
-0.211,1659.52,-664.22
-0.21,1657.32,-663.15
-0.209,1651.63,-663
-0.208,1642.68,-665.31
-0.207,1630.24,-661.52
-0.207,1616.48,-659.75
-0.206,1610.98,-658.51
-0.205,1612.53,-657.82
-0.204,1621.01,-656.82
-0.203,1633.28,-656.62
-0.202,1645.7,-657
-0.201,1652.68,-659.65
-0.2,1655.38,-659.51
-0.2,1650.52,-662.11
-0.199,1640.81,-664.53
-0.198,1628.23,-662.08
-0.197,1617.26,-661.19
-0.197,1606.96,-657.64
-0.196,1605.02,-656.09
-0.196,1611.98,-653.93
-0.195,1623.74,-654.97
-0.195,1636.79,-656.73
-0.194,1645.79,-657.47
-0.194,1648.34,-657.96
-0.193,1645.63,-663.95
-0.192,1639.47,-665.47
-0.192,1630.36,-664.37
-0.192,1621.5,-664.05
-0.191,1614.51,-658.64
-0.19,1613.31,-657.15
-0.189,1616.07,-655.85
-0.188,1624.91,-654.9
-0.188,1634.05,-656.02
-0.187,1639.43,-658.09
-0.186,1641.5,-659.51
-0.185,1641.54,-661.71
-0.185,1637.37,-664.85
-0.184,1632.4,-663.98
-0.183,1627.06,-663.14
-0.182,1620.09,-660.26
-0.181,1614.66,-657.11
-0.18,1611.26,-654.55
-0.18,1614.02,-654.34
-0.179,1620.96,-655.83
-0.178,1629.2,-658.74
-0.178,1635.96,-663.63
-0.177,1640.93,-666.28
-0.176,1642.93,-666.9
-0.176,1642.22,-665.54
-0.175,1637.49,-664.61
-0.175,1630.4,-663.14
-0.174,1620.04,-658.87
-0.174,1613.27,-659.55
-0.173,1611.15,-659.52
-0.172,1615.27,-659.9
-0.172,1625.79,-661.26
-0.171,1635.44,-662.34
-0.171,1642.15,-663.95
-0.169,1647.76,-665.98
-0.169,1645.63,-665.17
-0.168,1640.23,-664.72
-0.167,1629.87,-663.89
-0.167,1618.09,-661.74
-0.166,1605.61,-660.43
-0.165,1600.71,-660.5
-0.164,1603.67,-658.58
-0.163,1612.66,-661.23
-0.163,1625.81,-662.97
-0.162,1635.45,-664.18
-0.161,1641.03,-665.27
-0.161,1642.3,-666.95
-0.16,1635.47,-666.83
-0.159,1626.28,-666.03
-0.158,1614.72,-666.47
-0.158,1602.85,-662.68
-0.157,1595.29,-661.6
-0.157,1593.94,-659.83
-0.156,1600.66,-661.25
-0.155,1614.66,-661.88
-0.155,1625.74,-663.77
-0.154,1634.66,-663.92
-0.154,1637.51,-666.73
-0.153,1634.66,-667.41
-0.152,1625.65,-664.97
-0.152,1612.42,-665.28
-0.151,1597.85,-662.98
-0.15,1585.59,-662.32
-0.149,1582.19,-661.28
-0.148,1586.38,-663.18
-0.148,1598.07,-660.93
-0.147,1609.89,-664.21
-0.146,1618.95,-663.98
-0.145,1623.06,-666.06
-0.144,1620.06,-669.13
-0.144,1613.36,-668.48
-0.143,1602.08,-666.09
-0.142,1588.32,-666.32
-0.142,1577.27,-663.39
-0.141,1570.46,-661.38
-0.14,1571.88,-662.23
-0.14,1579.53,-659.75
-0.139,1590.56,-662.85
-0.138,1599.54,-667.17
-0.138,1604.4,-667.03
-0.137,1603.75,-668.36
-0.137,1598.08,-669.42
-0.136,1589.7,-670.27
-0.135,1578.64,-666.11
-0.135,1566.86,-664.98
-0.134,1558.02,-663.85
-0.133,1555.29,-662.78
-0.132,1558.8,-662.13
-0.132,1567.75,-665.56
-0.131,1578.7,-667.05
-0.13,1583.65,-666.69
-0.13,1584.98,-667.64
-0.129,1580.3,-669.66
-0.128,1570.45,-670.1
-0.127,1558.02,-668.16
-0.127,1545.62,-665.18
-0.126,1531.89,-662.35
-0.125,1526.9,-660.95
-0.124,1529.11,-662.53
-0.124,1535.97,-664.57
-0.123,1545.72,-666.18
-0.123,1551.97,-667.63
-0.122,1555.36,-669.93
-0.121,1551.87,-670
-0.121,1544.29,-670.2
-0.12,1534.63,-672.34
-0.119,1523.59,-669.1
-0.119,1512.53,-667.42
-0.118,1504.16,-664.22
-0.117,1504.91,-662.7
-0.117,1509.71,-665.1
-0.116,1518.69,-667.15
-0.115,1527.83,-669.09
-0.114,1531.92,-670.56
-0.114,1529.21,-673.83
-0.113,1523.64,-673.41
-0.112,1511.12,-671.96
-0.111,1498.59,-673.87
-0.111,1486.24,-669.28
-0.11,1477.32,-665.45
-0.109,1472.6,-664.04
-0.109,1475.95,-663.53
-0.108,1483.55,-664.49
-0.107,1488.49,-666.95
-0.106,1494.59,-669.24
-0.106,1493.29,-671.95
-0.105,1487.63,-670.77
-0.104,1477.21,-672.93
-0.104,1466.33,-672.73
-0.103,1455.12,-668.58
-0.102,1444.8,-665.89
-0.102,1438.04,-661.3
-0.101,1437.93,-661.01
-0.1,1440.82,-661.06
-0.1,1447.63,-663.53
-0.099,1454,-666.24
-0.098,1457.54,-668.86
-0.097,1454.57,-667.86
-0.097,1446.96,-668.89
-0.096,1435.87,-669.27
-0.095,1422.72,-666.9
-0.095,1410.3,-664.19
-0.094,1400.05,-659.74
-0.093,1395.22,-658.12
-0.093,1396.65,-659.37
-0.092,1402.26,-661.26
-0.091,1409.88,-663.93
-0.09,1416.02,-665.57
-0.09,1415.91,-666.72
-0.089,1409.76,-668.42
-0.089,1401.6,-667.32
-0.088,1386.25,-664.12
-0.087,1372.55,-663.79
-0.087,1359.46,-662.43
-0.086,1351.78,-658.97
-0.085,1350.43,-659.26
-0.084,1355.96,-660.44
-0.084,1363.66,-663.86
-0.083,1369.11,-664.12
-0.082,1372.59,-667.35
-0.082,1367.02,-667.66
-0.081,1358.74,-666.32
-0.08,1345.57,-663.59
-0.08,1329.76,-660.44
-0.079,1315.35,-660.66
-0.078,1304.82,-658.12
-0.077,1300.78,-656.08
-0.077,1301.44,-660.91
-0.076,1308.36,-661.63
-0.075,1313.96,-665.18
-0.075,1315.36,-664.97
-0.074,1311.89,-665.42
-0.073,1304.2,-665.02
-0.072,1290.38,-665.81
-0.072,1275.9,-661.14
-0.071,1258.6,-658.17
-0.07,1247.71,-656.14
-0.069,1240.17,-656.28
-0.069,1238.68,-657.07
-0.068,1242.18,-657.96
-0.068,1245.65,-661.33
-0.067,1247.69,-663.3
-0.066,1244.9,-664.71
-0.065,1236.57,-664.53
-0.065,1223.02,-665.89
-0.064,1207.62,-663.7
-0.063,1192.42,-660.88
-0.063,1178.71,-658.2
-0.062,1169.78,-657.48
-0.061,1166.23,-657.82
-0.061,1164.91,-659.84
-0.06,1166.92,-662.71
-0.059,1168.31,-665.1
-0.059,1165.1,-666.68
-0.058,1156.68,-666.92
-0.057,1144.11,-666.45
-0.057,1128.96,-666.81
-0.056,1112.3,-661.59
-0.055,1098.53,-660.43
-0.054,1086.26,-658.54
-0.054,1078.66,-656.54
-0.053,1073.81,-661.02
-0.052,1073.13,-663.53
-0.052,1071.03,-665.5
-0.051,1069.02,-667.48
-0.05,1060.79,-667.89
-0.049,1048.98,-667.37
-0.049,1033.06,-667.19
-0.048,1018.6,-666.16
-0.047,1002.05,-662.86
-0.047,988.25,-659.93
-0.046,978.64,-657.08
-0.045,970.32,-662.36
-0.045,965.53,-664.44
-0.044,962.05,-667.93
-0.043,958.67,-670.71
-0.042,951.05,-673
-0.042,939.23,-669.77
-0.041,925.48,-670.1
-0.041,908.25,-665.89
-0.04,892.25,-661.82
-0.039,875.82,-658.67
-0.038,863.43,-657.79
-0.038,852.98,-661.34
-0.037,846.23,-664.54
-0.036,839.94,-665.18
-0.035,832.33,-670.96
-0.035,824.1,-673.23
-0.034,812.26,-669.83
-0.033,799.2,-668.72
-0.033,781.93,-665.89
-0.032,763.3,-663.91
-0.031,746.8,-661.14
-0.03,734.54,-661.42
-0.03,720.48,-659.33
-0.029,710.95,-662.39
-0.028,702.61,-666.11
-0.028,694.2,-669.36
-0.027,682.76,-671.24
-0.026,669.56,-669.32
-0.025,654.31,-669.53
-0.025,637.78,-666.5
-0.024,619.79,-665.05
-0.024,601.89,-662.72
-0.023,585.33,-658.59
-0.022,570.3,-657.68
-0.021,559.33,-659.08
-0.021,548.09,-664
-0.02,535.08,-669.49
-0.02,521.81,-672.02
-0.019,505.32,-671.18
-0.018,490.15,-670.96
-0.018,470.08,-671.9
-0.017,451.56,-666.97
-0.016,432.81,-663.42
-0.016,413.48,-658.8
-0.015,397.01,-657.53
-0.014,381.87,-659.86
-0.014,366.58,-663.66
-0.013,348.67,-665.88
-0.012,332.3,-668.01
-0.011,310.72,-669.11
-0.01,291.49,-668.9
-0.009,268.04,-667.98
-0.008,245.19,-667.86
-0.008,224.43,-662
-0.007,201.6,-662.24
-0.006,181.73,-659.34
-0.006,159.79,-661.69
-0.005,139.01,-666.49
-0.004,118.18,-671.07
-0.003,97.58,-673.94
-0.003,76.07,-678.55
-0.002,54.69,-680.3
-0.002,31.21,-677.66
-0.001,10.4,-675.27
-0.001,-10.94,-672.42
0.001,-65.5,-895.44
0.001,-88.91,-893.15
0.002,-111.06,-891.11
0.003,-130.99,-893.71
0.003,-154.45,-900.14
0.004,-175.8,-905.11
0.005,-200.75,-909.3
0.006,-226.31,-909.77
0.006,-254.55,-911.86
0.007,-282.89,-909.15
0.008,-313.37,-904.83
0.009,-343.01,-903.19
0.01,-368.48,-900.7
0.01,-394.65,-897.71
0.011,-418.7,-898.15
0.012,-441.6,-900.58
0.013,-467.74,-905.12
0.013,-493.85,-908.07
0.014,-520.22,-911.86
0.015,-547.82,-912.64
0.015,-576.16,-915.77
0.016,-604.47,-915.19
0.017,-629.94,-913.23
0.017,-651.32,-906.59
0.018,-673.36,-906.75
0.019,-689.2,-903.45
0.019,-707.24,-905.76
0.02,-722.36,-909.64
0.021,-740.89,-912.64
0.021,-762.46,-915.47
0.022,-784.48,-915.57
0.023,-807.32,-917.11
0.023,-829.99,-916.46
0.024,-849.91,-913.41
0.025,-870.08,-909.61
0.025,-887.9,-907.02
0.026,-903.13,-904.99
0.027,-918.95,-907.64
0.027,-932.04,-911.86
0.028,-949.34,-915.41
0.029,-967.24,-920.81
0.03,-989.33,-916.81
0.03,-1011.34,-917.69
0.031,-1034.18,-916.8
0.032,-1054.19,-913.03
0.032,-1074.28,-911.82
0.033,-1090.74,-908.74
0.034,-1103.17,-905.49
0.035,-1115.53,-904.66
0.035,-1127.29,-906.6
0.036,-1138.85,-910.56
0.037,-1153.45,-908.65
0.037,-1169.98,-912.53
0.038,-1188.61,-906.76
0.039,-1208,-907.5
0.04,-1224.47,-902.89
0.041,-1242.43,-899.72
0.041,-1254.8,-895.36
0.042,-1266.51,-893.27
0.043,-1275.42,-888.34
0.043,-1280.97,-891.96
0.044,-1289.19,-892.62
0.044,-1300.25,-893.76
0.045,-1314.69,-894.22
0.045,-1329.24,-895.58
0.046,-1347.15,-892.56
0.047,-1363.8,-890.02
0.047,-1377.66,-888
0.048,-1387.16,-884.51
0.049,-1395.45,-880.42
0.05,-1400.96,-877.97
0.051,-1405.03,-878.58
0.051,-1412,-882.1
0.052,-1422.2,-882.34
0.053,-1436.08,-883.86
0.053,-1451.27,-883.43
0.054,-1467.77,-881.95
0.055,-1485.06,-880.99
0.056,-1500.31,-878.21
0.056,-1511.39,-876.87
0.057,-1520.88,-874.43
0.058,-1525.04,-874.31
0.059,-1528.44,-872.7
0.059,-1534.03,-872.55
0.06,-1541.46,-873.37
0.061,-1553.9,-876.18
0.061,-1567.73,-875.75
0.062,-1582.98,-877.09
0.063,-1595.37,-876.52
0.063,-1607.78,-874.82
0.064,-1615.41,-871.99
0.065,-1620.18,-870.33
0.065,-1623.64,-866.26
0.066,-1624.98,-865.4
0.067,-1626.36,-865.83
0.067,-1634.61,-866.82
0.068,-1644.99,-867.99
0.069,-1660.24,-865.99
0.069,-1674.66,-864.76
0.07,-1685.03,-863.75
0.071,-1692.58,-863.48
0.072,-1698.17,-864.13
0.072,-1700.82,-859.5
0.073,-1702.8,-859.24
0.074,-1704.91,-859.16
0.074,-1707.73,-860.62
0.075,-1716.03,-860.82
0.076,-1724.23,-864.2
0.076,-1736.67,-866.15
0.077,-1749.1,-865.98
0.078,-1759.46,-865.17
0.079,-1768.45,-863.83
0.079,-1774.7,-862.29
0.08,-1778.13,-859.38
0.081,-1780.12,-859.25
0.082,-1778.76,-858.91
0.082,-1782.1,-858.76
0.083,-1789.04,-862.58
0.084,-1798.77,-865.1
0.084,-1809.73,-865.57
0.085,-1822.21,-869.69
0.086,-1833.23,-868.15
0.086,-1840.07,-871.51
0.087,-1845.68,-868.53
0.088,-1850.55,-866.75
0.088,-1854,-864.87
0.089,-1857.44,-864.11
0.09,-1860.89,-864.92
0.091,-1865.59,-867.69
0.091,-1873.24,-874.46
0.092,-1882.89,-874.43
0.092,-1894.6,-873.69
0.093,-1902.9,-875.61
0.094,-1911.23,-872.77
0.095,-1915.42,-875.38
0.095,-1919.53,-874.3
0.096,-1924.45,-871.88
0.097,-1927.13,-872.33
0.097,-1929.24,-873.93
0.098,-1934.03,-874
0.099,-1940.9,-874.88
0.1,-1952.65,-876.79
0.1,-1962.96,-879.26
0.101,-1974.76,-879.75
0.102,-1982.35,-877.55
0.102,-1985.82,-876.01
0.103,-1988.54,-875.14
0.104,-1987.19,-874.86
0.104,-1987.14,-872.43
0.105,-1985.03,-873.54
0.106,-1985.62,-871.94
0.107,-1991.86,-874.18
0.107,-2002.34,-875.94
0.108,-2014.64,-877.8
0.109,-2026.44,-876.9
0.109,-2034.03,-876.42
0.11,-2038.19,-875.01
0.111,-2039.61,-876.48
0.111,-2040.97,-875.64
0.112,-2040.22,-872.73
0.113,-2038.21,-872.85
0.113,-2040.19,-870.68
0.114,-2045.74,-872.88
0.115,-2055.34,-876.1
0.116,-2067.84,-878.22
0.116,-2079.57,-878.56
0.117,-2085.67,-877.88
0.118,-2086.5,-878.51
0.118,-2083.78,-876.76
0.119,-2079.6,-876.78
0.12,-2074.08,-875.7
0.12,-2071.93,-875.66
0.121,-2073.99,-874.52
0.122,-2080.9,-876.48
0.123,-2091.27,-875.98
0.123,-2101.69,-879.28
0.124,-2108.58,-879.96
0.125,-2110.56,-879.45
0.125,-2106.45,-877.51
0.126,-2103.66,-879.34
0.127,-2102.96,-875.43
0.128,-2103.77,-875.96
0.128,-2103.7,-877.66
0.129,-2103.71,-872.71
0.129,-2107.84,-875.47
0.13,-2115.36,-876.2
0.131,-2125.69,-876.45
0.132,-2130.6,-879.84
0.132,-2133.31,-879.16
0.133,-2131.99,-879.06
0.134,-2127.86,-879.86
0.134,-2126.47,-878.36
0.135,-2126.5,-878.33
0.136,-2124.43,-878.86
0.137,-2122.33,-878.57
0.137,-2122.96,-877.76
0.138,-2125.78,-882.25
0.139,-2128.61,-882.96
0.139,-2135.44,-883.21
0.14,-2140.23,-885.8
0.141,-2145.11,-885.16
0.141,-2146.5,-882.56
0.142,-2145.04,-882.73
0.143,-2145.76,-881.96
0.144,-2147.26,-884.77
0.144,-2146.42,-881.71
0.145,-2145.69,-884.13
0.145,-2149.29,-882.64
0.146,-2154.67,-882.69
0.147,-2158.89,-881.78
0.148,-2160.94,-883.94
0.149,-2156.7,-880.87
0.149,-2153.37,-882.59
0.15,-2147.77,-882.11
0.151,-2147.84,-882.31
0.151,-2147.22,-882.65
0.152,-2146.58,-883.09
0.153,-2144.28,-881.56
0.153,-2147.07,-884.22
0.154,-2154.06,-883.6
0.155,-2162.89,-884.71
0.155,-2168.5,-882.24
0.156,-2169.23,-881.53
0.157,-2165.65,-880.26
0.157,-2161.55,-881.48
0.158,-2157.49,-878.75
0.159,-2155.53,-882.17
0.16,-2151.35,-882.12
0.16,-2150.6,-882.28
0.161,-2151.25,-880.15
0.162,-2158.23,-880.39
0.162,-2167.09,-880.45
0.163,-2173.99,-878.21
0.164,-2174.64,-877.09
0.165,-2167.78,-880.58
0.165,-2160.9,-882.08
0.166,-2152.68,-883.31
0.166,-2150.54,-881.2
0.167,-2149.95,-884.86
0.168,-2149.9,-884.89
0.169,-2148.53,-885.05
0.169,-2151.21,-884.07
0.17,-2157.46,-886.51
0.171,-2164.35,-883.57
0.171,-2169.21,-885.12
0.172,-2170.6,-884.83
0.173,-2167.86,-885.87
0.173,-2166.43,-884.22
0.174,-2164.35,-887.13
0.175,-2163.11,-888.86
0.176,-2158.85,-887.45
0.176,-2153.42,-889.47
0.177,-2152.61,-889.67
0.177,-2157.49,-888.72
0.178,-2163.62,-888.65
0.179,-2169.21,-888.28
0.18,-2171.95,-888.41
0.18,-2168.42,-889.44
0.181,-2162.34,-888.72
0.182,-2156.89,-892.18
0.182,-2152.07,-892.89
0.183,-2147.15,-894.69
0.184,-2142.44,-894.01
0.185,-2145.15,-893.95
0.185,-2150.65,-893.55
0.186,-2159.49,-889.87
0.187,-2168.57,-889.47
0.188,-2169.8,-889.3
0.188,-2165.77,-887.17
0.189,-2158.13,-887.86
0.19,-2154.66,-888.01
0.19,-2149.2,-889.08
0.191,-2147.11,-892.55
0.192,-2147.24,-893.51
0.192,-2147.83,-891.2
0.193,-2152.73,-890.06
0.194,-2161.63,-888.99
0.195,-2169.87,-889.76
0.195,-2172.59,-888.8
0.196,-2169.26,-890.05
0.197,-2160.92,-891.02
0.197,-2150.55,-891.88
0.198,-2143.65,-891.92
0.199,-2139.64,-892.29
0.199,-2136.86,-892.23
0.2,-2134.04,-891.57
0.201,-2136.84,-890.92
0.202,-2146.48,-888.93
